TeamID,Time,Packet,Altitude,Pressure,Airspeed,Temperature,Voltage,Latitude,Longitude,GPSAlt,Satellites,GPSSpeed,Heading,ImageCount,State
90,432,5,87,20,20,71,44,17,87,54,46,77,16,76,76
10,433,96,93,44,94,64,76,50,25,3,42,35,57,24,86
37,434,51,20,71,3,10,75,67,74,97,79,59,20,91,5
12,435,58,25,28,0,46,59,4,17,14,94,60,83,89,32
44,436,71,50,8,20,76,63,68,0,80,0,2,74,12,84
145,437,189,52,114,260,235,255,289,115,86,273,240,295,239,283
249,438,70,74,258,37,68,6,248,160,190,148,80,22,195,101
21,439,246,113,181,25,163,220,19,187,53,195,176,65,91,213
94,440,213,57,52,79,60,74,228,263,138,205,281,160,220,125
294,441,252,101,210,123,225,270,98,122,124,186,97,225,6,178
233,442,35,151,267,259,72,197,175,117,206,284,231,170,105,236
188,443,149,236,298,289,97,44,253,188,247,234,29,39,271,229
267,444,78,111,86,138,96,42,138,132,130,212,242,146,292,288
1,445,122,265,132,9,96,248,206,173,153,96,178,239,281,141
130,446,204,35,39,229,183,166,138,88,246,106,211,124,254,118
27,447,252,57,52,238,27,222,217,134,242,31,201,169,51,116
196,448,243,176,214,222,79,212,279,49,217,38,260,176,175,90
117,449,45,202,8,60,240,58,292,137,56,141,288,118,281,50
109,450,263,43,95,211,57,241,216,237,183,178,210,80,2,286
140,451,235,207,296,128,134,123,251,198,128,111,53,180,101,108
36,452,215,137,122,19,172,132,15,184,106,297,257,130,195,179
5,453,111,76,57,42,157,260,173,46,24,106,202,300,23,0
2,454,204,207,141,59,291,61,133,4,33,87,161,18,296,165
265,455,148,287,275,185,88,183,43,239,285,296,92,138,137,103
100,456,82,47,265,183,79,239,261,116,175,22,290,192,76,104
75,457,265,152,91,193,253,179,188,190,223,205,99,298,95,5
84,458,250,17,283,203,142,12,211,151,155,15,32,154,0,18
195,459,217,33,171,167,295,222,253,244,72,122,199,7,221,200
251,460,55,124,169,264,23,45,229,133,23,156,23,120,161,208
124,461,88,271,42,215,71,11,33,2,270,182,82,179,42,137
196,462,37,57,5,73,204,3,209,4,54,8,262,60,77,28
150,463,238,191,263,263,270,99,12,32,98,237,167,119,136,214
54,464,259,66,279,20,62,140,246,287,30,169,181,177,12,139
60,465,4,136,106,279,170,189,250,11,273,200,2,225,230,9
44,466,81,213,180,90,193,92,34,269,115,271,268,141,220,86
82,467,110,237,242,218,124,55,129,182,273,125,13,129,147,20
260,468,0,210,280,293,111,126,112,135,50,103,38,208,161,237
188,469,239,105,104,63,16,61,57,69,256,82,134,169,140,285
111,470,68,197,190,245,128,13,167,156,48,232,12,249,212,47
75,471,183,235,278,5,163,155,255,175,85,188,221,265,65,153
58,472,39,256,196,241,183,262,112,180,131,128,78,184,209,291
44,473,200,84,84,51,80,27,193,295,79,234,110,75,234,134
184,474,41,45,269,143,164,132,169,3,86,94,177,283,225,136
26,475,11,94,260,96,47,194,137,298,1,43,294,202,117,283
135,476,6,232,270,270,280,162,122,168,49,11,103,291,220,84
16,477,3,154,1,117,1,63,260,278,240,158,290,219,259,122
223,478,265,111,287,155,91,261,27,157,86,104,188,271,277,167
119,479,76,30,125,174,24,295,86,216,175,113,170,42,34,266
182,480,252,7,232,110,149,118,79,276,6,158,29,27,141,261
107,481,288,247,81,31,91,33,62,131,92,299,129,26,225,233
125,482,34,77,219,29,74,15,222,299,266,114,293,113,137,232
145,483,89,275,77,189,94,246,235,271,93,123,116,45,142,77
82,484,217,25,246,123,140,160,195,160,101,35,297,35,163,250
250,485,176,107,47,132,7,75,221,119,173,43,23,145,88,160
89,486,48,95,79,58,293,121,3,146,43,0,141,2,111,289
260,487,136,139,53,145,58,1,229,32,161,108,294,212,72,160
179,488,263,17,170,164,124,260,260,108,32,205,206,261,274,264
119,489,285,221,215,230,73,6,88,212,257,40,120,165,127,60
289,490,30,159,270,181,300,200,122,67,90,253,114,103,114,117
29,491,249,58,149,161,281,226,204,44,81,7,77,32,300,289
24,492,101,248,17,123,255,186,30,152,2,283,257,74,166,206
35,493,186,246,191,299,192,178,209,128,289,18,214,295,295,100
175,494,4,58,51,145,214,238,134,19,278,228,213,294,221,54
148,495,282,94,234,253,247,244,228,147,110,253,181,126,5,44
32,496,48,51,59,115,113,79,73,124,262,154,205,175,25,120
133,497,142,131,136,200,103,8,300,41,4,244,291,4,150,172
119,498,9,230,108,135,102,139,157,64,205,81,151,283,76,79
22,499,15,296,16,220,60,30,277,148,19,237,244,269,200,75
207,500,79,48,136,182,274,75,83,115,254,270,186,4,130,147
201,501,169,266,91,100,97,114,241,177,139,214,182,135,125,48
151,502,281,298,225,271,0,103,135,254,103,239,234,86,259,121
254,503,233,90,74,82,239,275,229,84,133,224,236,138,177,139
194,504,155,48,260,199,106,239,282,55,187,120,54,32,16,67
86,505,174,38,112,43,13,5,254,43,122,175,184,295,0,181
191,506,137,62,61,233,257,85,136,137,86,174,71,150,25,215
25,507,291,176,118,137,8,99,195,153,170,27,227,260,129,23
128,508,179,22,52,23,95,212,139,194,229,297,18,66,57,13
291,509,63,165,154,160,160,217,219,8,116,129,131,101,186,99
103,510,57,179,299,191,5,165,273,228,264,203,151,252,296,55
44,511,87,218,244,243,48,156,169,160,153,89,9,144,150,142
92,512,49,245,259,10,105,41,215,180,61,25,252,120,261,259
283,513,87,273,97,108,86,72,150,117,270,39,13,25,143,58
207,514,17,211,242,45,253,15,250,108,20,108,274,207,192,223
280,515,200,285,254,96,275,224,72,148,73,6,214,176,127,2
156,516,143,208,128,63,212,7,282,81,232,143,155,3,72,249
58,517,203,126,75,185,112,235,160,234,249,23,61,80,90,22
243,518,54,173,294,128,213,81,110,259,237,31,45,92,70,175
119,519,166,105,5,20,94,65,299,235,53,74,88,159,200,194
147,520,82,190,196,232,157,25,107,194,61,81,21,74,111,272
165,521,213,150,140,181,167,243,115,51,23,162,165,139,105,91
184,522,86,203,16,115,108,11,57,62,133,257,194,261,132,167
24,523,53,33,163,0,119,191,64,35,284,17,171,83,196,134
128,524,199,66,68,178,290,264,234,282,58,208,139,295,27,247
172,525,281,66,56,101,121,130,87,223,60,34,236,284,80,222
219,526,44,125,256,106,262,80,134,189,65,54,120,298,52,171
227,527,193,288,32,191,51,272,158,71,100,100,150,42,99,84
238,528,181,41,85,83,135,41,177,276,140,1,219,76,222,184
298,529,183,196,128,76,29,185,166,68,102,186,204,11,291,114
